properties_group,name,type,description,pattern,default,maximum,minimum
animal_population_properties,heiferIIIs_properties_conception_rate,number,ED Conception Rate - The % of serviced animals that would be concepted in the ED (Estrus Detection) programs (default is 0.6).,,0.6,,0
animal_population_properties,heiferIIIs_properties_ai_day,number,AI Day,,,,0
animal_population_properties,heiferIIIs_properties_abortion_day,number,Abortion Day,,0,,0
animal_population_properties,heiferIIIs_properties_days_in_pregnancy,number,Days in Pregnancy,,,,0
animal_population_properties,heiferIIIs_properties_gestation_length,number,Gestation Length,,,,0
animal_population_properties,heiferIIIs_properties_phosphorus_for_gestation_required_for_calf,number,Pregnancy Gestation for Calf,,,,0
animal_population_properties,heiferIIIs_properties_calf_birth_weight,number,Calf Birth weight.,,,,0
animal_population_properties,heiferIIIs_properties_net_merit,number,The net merit value.,,0.0,,
animal_population_properties,cows_properties_id,number,Unique integer identifier.,,,,1
animal_population_properties,cows_properties_animal_type,string,Animal type.,^(Calf|HeiferI|HeiferII|HeiferIII|DryCow|LacCow)$,,,
animal_population_properties,cows_properties_breed,string,Breed.,^(HO|JE)$,,,
animal_population_properties,cows_properties_days_born,number,Days born.,,,,0
animal_population_properties,cows_properties_birth_weight,number,Birth weight.,,,,0
animal_population_properties,cows_properties_body_weight,number,Body weight.,,,,0
animal_population_properties,cows_properties_wean_weight,number,Wean weight.,,,,0
animal_population_properties,cows_properties_mature_body_weight,number,Mature Body weight.,,,,0
animal_population_properties,cows_properties_events,string,No description available,,,,
animal_population_properties,cows_properties_heifer_reproduction_program,string,Heifer Reproduction Program,^(TAI|ED|SynchED|N/A)$,,,
animal_population_properties,cows_properties_heifer_reproduction_sub_protocol,string,No description available,^(5dCG2P|5dCGP|2P|CP|N/A)$,,,
animal_population_properties,cows_properties_cow_reproduction_program,string,Reproduction Program,^(TAI|ED|ED-TAI)$,,,
animal_population_properties,cows_properties_estrus_count,number,Estrus count.,,,,0
animal_population_properties,cows_properties_estrus_day,number,Estrus Day.,,,,0
animal_population_properties,cows_properties_conception_rate,number,ED Conception Rate - The % of serviced animals that would be concepted in the ED (Estrus Detection) programs (default is 0.6).,,0.6,,0
animal_population_properties,cows_properties_ai_day,number,AI Day,,,,0
animal_population_properties,cows_properties_abortion_day,number,Abortion Day,,0,,0
animal_population_properties,cows_properties_days_in_pregnancy,number,Days in Pregnancy,,,,0
animal_population_properties,cows_properties_gestation_length,number,Gestation Length,,,,0
animal_population_properties,cows_properties_phosphorus_for_gestation_required_for_calf,number,Pregnancy Gestation for Calf,,,,0
animal_population_properties,cows_properties_calf_birth_weight,number,Calf Birth weight.,,,,0
animal_population_properties,cows_properties_cow_presynch_program,string,Cow PreSynch Protocol.,^(PreSynch|Double OvSynch|G6G|None)$,,,
animal_population_properties,cows_properties_cow_ovsynch_program,string,Reproduction Program,^(OvSynch 56|OvSynch 48|CoSynch 72|5d CoSynch|None)$,,,
animal_population_properties,cows_properties_cow_resynch_program,string,Cow ReSynch Protocol.,^(TAIafterPD|TAIbeforePD|PGFatPD|None)$,,,
animal_population_properties,cows_properties_days_in_milk,number,Days in Milk,,,,0
animal_population_properties,cows_properties_parity,number,Parity,,,,0
animal_population_properties,cows_properties_calving_interval,number,Calving Interval,,,,0
animal_population_properties,cows_properties_net_merit,number,The net merit value.,,0.0,,
animal_population_properties,replacement_properties_id,number,Unique integer identifier.,,,,1
animal_population_properties,replacement_properties_animal_type,string,Animal type.,^(Calf|HeiferI|HeiferII|HeiferIII|DryCow|LacCow)$,,,
animal_population_properties,replacement_properties_breed,string,Breed.,^(HO|JE)$,,,
animal_population_properties,replacement_properties_days_born,number,Days born.,,,,0
animal_population_properties,replacement_properties_birth_weight,number,Birth weight.,,,,0
animal_population_properties,replacement_properties_body_weight,number,Body weight.,,,,0
animal_population_properties,replacement_properties_wean_weight,number,Wean weight.,,,,0
animal_population_properties,replacement_properties_mature_body_weight,number,Mature Body weight.,,,,0
animal_population_properties,replacement_properties_events,string,No description available,,,,
animal_population_properties,replacement_properties_heifer_reproduction_program,string,Heifer Reproduction Program,^(TAI|ED|SynchED|N/A)$,N/A,,
animal_population_properties,replacement_properties_heifer_reproduction_sub_protocol,string,No description available,^(5dCG2P|5dCGP|2P|CP|N/A)$,N/A,,
animal_population_properties,replacement_properties_estrus_count,number,Estrus count.,,,,0
animal_population_properties,replacement_properties_estrus_day,number,Estrus Day.,,,,0
animal_population_properties,replacement_properties_conception_rate,number,ED Conception Rate - The % of serviced animals that would be concepted in the ED (Estrus Detection) programs (default is 0.6).,,0.6,,0
animal_population_properties,replacement_properties_ai_day,number,AI Day,,,,0
animal_population_properties,replacement_properties_abortion_day,number,Abortion Day,,0,,0
animal_population_properties,replacement_properties_days_in_pregnancy,number,Days in Pregnancy,,,,0
animal_population_properties,replacement_properties_gestation_length,number,Gestation Length,,,,0
animal_population_properties,replacement_properties_phosphorus_for_gestation_required_for_calf,number,Pregnancy Gestation for Calf,,,,0
animal_population_properties,replacement_properties_calf_birth_weight,number,Calf Birth weight.,,,,0
animal_population_properties,replacement_properties_net_merit,number,The net merit value.,,0.0,,
animal_mean_phenotype_properties,birth_year,array,The birth year of the animal.,,,,
animal_mean_phenotype_properties,fat_kg,array,The average fat phenotype values of the animal.,,,,
animal_mean_phenotype_properties,protein_kg,array,The mean protein phenotype values of the animal.,,,,
animal_top_listing_semen_properties,year_month,array,The birth year and month of the baby calf.,,,,
animal_top_listing_semen_properties,estimated_protein,array,The estimated protein value for the top listing semen.,,,,
animal_top_listing_semen_properties,estimated_fat,array,The estimated fat value for the top listing semen.,,,,
lactation_properties,adjustments_parity_l,number,No description available,,,,
lactation_properties,adjustments_parity_m,number,No description available,,,,
lactation_properties,adjustments_parity_n,number,No description available,,,,
lactation_properties,adjustments_parity_l,number,No description available,,,,
lactation_properties,adjustments_parity_m,number,No description available,,,,
lactation_properties,adjustments_parity_n,number,No description available,,,,
lactation_properties,adjustments_parity_l,number,No description available,,,,
lactation_properties,adjustments_parity_m,number,No description available,,,,
lactation_properties,adjustments_parity_n,number,No description available,,,,
lactation_properties,adjustments_year_l,number,No description available,,,,
lactation_properties,adjustments_year_m,number,No description available,,,,
lactation_properties,adjustments_year_n,number,No description available,,,,
lactation_properties,adjustments_year_l,number,No description available,,,,
lactation_properties,adjustments_year_m,number,No description available,,,,
lactation_properties,adjustments_year_n,number,No description available,,,,
lactation_properties,adjustments_year_l,number,No description available,,,,
lactation_properties,adjustments_year_m,number,No description available,,,,
lactation_properties,adjustments_year_n,number,No description available,,,,
lactation_properties,adjustments_year_l,number,No description available,,,,
lactation_properties,adjustments_year_m,number,No description available,,,,
lactation_properties,adjustments_year_n,number,No description available,,,,
lactation_properties,adjustments_year_l,number,No description available,,,,
lactation_properties,adjustments_year_m,number,No description available,,,,
lactation_properties,adjustments_year_n,number,No description available,,,,
lactation_properties,adjustments_year_l,number,No description available,,,,
lactation_properties,adjustments_year_m,number,No description available,,,,
lactation_properties,adjustments_year_n,number,No description available,,,,
lactation_properties,adjustments_year_l,number,No description available,,,,
lactation_properties,adjustments_year_m,number,No description available,,,,
lactation_properties,adjustments_year_n,number,No description available,,,,
lactation_properties,adjustments_year_l,number,No description available,,,,
lactation_properties,adjustments_year_m,number,No description available,,,,
lactation_properties,adjustments_year_n,number,No description available,,,,
lactation_properties,adjustments_year_l,number,No description available,,,,
lactation_properties,adjustments_year_m,number,No description available,,,,
lactation_properties,adjustments_year_n,number,No description available,,,,
lactation_properties,adjustments_year_l,number,No description available,,,,
